Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score,Opening Time,Closing Time
2497,Tablas Creek,Fortified,78.24,Esprit de Tablas,"California,USA",84.1,07:00,17:00
2498,J Lohr,Fortified,58.52,Cuvée St. E,"California,USA",85.0,07:30,18:00
2499,Daou,Dessert,11.59,Soul of a Lion,"California,USA",84.6,08:30,20:30
2500,Saxum,Sparkling,75.81,James Berry Vineyard Red,"California,USA",80.3,08:00,18:00
2501,Giornata,Sparkling,52.47,Fiano,"California,USA",99.1,08:00,18:00
2502,Tablas Creek,White,89.93,Patelin de Tablas,"California,USA",92.3,08:30,19:00
2503,Caliza,Red,92.35,Kän-krēt Grenache,"California,USA",92.9,09:00,17:00
2504,Patrimony,White,70.09,Cabernet Sauvignon,"California,USA",89.6,08:30,19:00
2505,L'Aventure,Dessert,71.23,Estate Reserve,"California,USA",89.7,08:30,19:00
2506,Adelaida,Fortified,27.04,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.1,08:30,18:00
2507,Saxum,Rosé,25.11,G2 Vineyard,"California,USA",97.0,08:00,17:00
2508,Ledge Vineyards,White,71.53,Estate Grenache Blend,"California,USA",93.4,09:00,19:00
2509,J Dusi,Dessert,67.95,Paper Street Zinfandel,"California,USA",89.6,07:00,21:00
2510,Turley,White,23.93,Pesenti Vineyard Zinfandel,"California,USA",98.7,08:30,18:00
2511,LXV,Red,88.83,Meso Cabernet Sauvignon,"California,USA",93.7,07:00,17:00
2512,Tablas Creek,Sparkling,98.57,Esprit de Tablas,"California,USA",87.9,07:30,21:00
2513,J Lohr,White,35.25,Cuvée St. E,"California,USA",83.9,07:30,20:30
2514,Daou,Rosé,52.87,Soul of a Lion,"California,USA",87.7,08:00,19:00
2515,Saxum,Fortified,76.62,James Berry Vineyard Red,"California,USA",99.7,08:30,19:00
2516,Giornata,White,43.66,Fiano,"California,USA",97.0,09:00,20:30
2517,Tablas Creek,White,51.69,Patelin de Tablas,"California,USA",84.0,08:00,17:00
2518,Caliza,White,19.27,Kän-krēt Grenache,"California,USA",98.1,08:00,18:00
2519,Patrimony,Fortified,48.15,Cabernet Sauvignon,"California,USA",91.9,08:30,21:00
2520,L'Aventure,Rosé,43.6,Estate Reserve,"California,USA",99.6,09:00,20:30
2521,Adelaida,Dessert,30.6,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.0,08:30,19:00
2522,Saxum,Dessert,94.68,G2 Vineyard,"California,USA",91.9,08:00,18:00
2523,Ledge Vineyards,Fortified,82.06,Estate Grenache Blend,"California,USA",94.7,08:30,18:00
2524,J Dusi,Dessert,48.26,Paper Street Zinfandel,"California,USA",90.4,07:00,18:00
2525,Turley,Red,90.76,Pesenti Vineyard Zinfandel,"California,USA",86.6,08:00,20:30
2526,LXV,Red,86.85,Meso Cabernet Sauvignon,"California,USA",88.6,08:30,20:30
2527,Tablas Creek,Dessert,74.69,Esprit de Tablas,"California,USA",92.0,08:30,20:30
2528,J Lohr,Red,33.16,Cuvée St. E,"California,USA",86.6,09:00,20:30
2529,Daou,Sparkling,74.36,Soul of a Lion,"California,USA",83.1,09:00,17:00
2530,Saxum,Red,65.72,James Berry Vineyard Red,"California,USA",81.7,08:00,18:00
2531,Giornata,White,99.47,Fiano,"California,USA",85.5,08:30,18:00
2532,Tablas Creek,Sparkling,74.31,Patelin de Tablas,"California,USA",95.7,08:30,17:00
2533,Caliza,Dessert,42.33,Kän-krēt Grenache,"California,USA",81.3,08:00,20:30
2534,Patrimony,Rosé,63.76,Cabernet Sauvignon,"California,USA",92.7,07:00,18:00
2535,L'Aventure,Fortified,24.2,Estate Reserve,"California,USA",93.8,08:30,17:00
2536,Adelaida,Rosé,52.97,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",85.0,07:00,19:00
2537,Saxum,White,68.93,G2 Vineyard,"California,USA",94.0,07:30,17:00
2538,Ledge Vineyards,Fortified,72.16,Estate Grenache Blend,"California,USA",82.7,09:00,20:30
2539,J Dusi,Sparkling,29.87,Paper Street Zinfandel,"California,USA",82.0,09:00,21:00
2540,Turley,Sparkling,69.99,Pesenti Vineyard Zinfandel,"California,USA",89.5,08:00,18:00
2541,LXV,Red,43.79,Meso Cabernet Sauvignon,"California,USA",84.6,08:30,17:00
2542,Tablas Creek,Red,23.9,Esprit de Tablas,"California,USA",98.9,07:30,20:30
2543,J Lohr,Red,66.13,Cuvée St. E,"California,USA",97.0,09:00,18:00
2544,Daou,Sparkling,51.5,Soul of a Lion,"California,USA",83.8,08:30,19:00
2545,Saxum,Fortified,69.73,James Berry Vineyard Red,"California,USA",98.9,07:00,21:00
2546,Giornata,Sparkling,16.6,Fiano,"California,USA",98.5,08:30,17:00
2547,Tablas Creek,Dessert,20.26,Patelin de Tablas,"California,USA",80.3,08:30,19:00
2548,Caliza,Dessert,73.53,Kän-krēt Grenache,"California,USA",87.2,09:00,19:00
2549,Patrimony,Sparkling,93.31,Cabernet Sauvignon,"California,USA",85.4,08:00,17:00
2550,L'Aventure,Fortified,69.28,Estate Reserve,"California,USA",81.5,07:00,19:00
2551,Adelaida,White,18.04,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",99.1,09:00,20:30
2552,Saxum,White,35.46,G2 Vineyard,"California,USA",81.7,08:00,21:00
2553,Ledge Vineyards,Rosé,13.15,Estate Grenache Blend,"California,USA",83.5,07:00,19:00
2554,J Dusi,Red,42.35,Paper Street Zinfandel,"California,USA",99.2,08:00,21:00
2555,Turley,Dessert,69.56,Pesenti Vineyard Zinfandel,"California,USA",98.2,08:30,17:00
2556,LXV,Dessert,79.67,Meso Cabernet Sauvignon,"California,USA",83.8,07:00,19:00
2557,Tablas Creek,White,56.83,Esprit de Tablas,"California,USA",86.8,07:30,18:00
2558,J Lohr,Sparkling,83.29,Cuvée St. E,"California,USA",87.1,07:00,18:00
2559,Daou,Red,16.29,Soul of a Lion,"California,USA",89.8,07:00,21:00
2560,Saxum,Rosé,82.67,James Berry Vineyard Red,"California,USA",92.8,07:00,20:30
2561,Giornata,Red,40.39,Fiano,"California,USA",82.8,07:30,19:00
2562,Tablas Creek,Dessert,23.35,Patelin de Tablas,"California,USA",89.4,07:30,17:00
2563,Caliza,Sparkling,45.36,Kän-krēt Grenache,"California,USA",92.5,07:00,19:00
2564,Patrimony,Fortified,10.45,Cabernet Sauvignon,"California,USA",80.9,07:30,17:00
2565,L'Aventure,Red,58.35,Estate Reserve,"California,USA",99.6,08:00,21:00
2566,Adelaida,White,57.2,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.7,07:00,21:00
2567,Saxum,Sparkling,72.9,G2 Vineyard,"California,USA",95.8,08:30,17:00
2568,Ledge Vineyards,Rosé,86.17,Estate Grenache Blend,"California,USA",88.9,08:00,19:00
2569,J Dusi,Fortified,18.12,Paper Street Zinfandel,"California,USA",80.1,09:00,18:00
2570,Turley,Red,58.66,Pesenti Vineyard Zinfandel,"California,USA",90.9,07:30,17:00
2571,LXV,Red,10.71,Meso Cabernet Sauvignon,"California,USA",89.0,08:00,20:30
2572,Tablas Creek,White,46.26,Esprit de Tablas,"California,USA",97.7,07:30,20:30
2573,J Lohr,Fortified,83.34,Cuvée St. E,"California,USA",82.5,07:00,19:00
2574,Daou,Red,80.65,Soul of a Lion,"California,USA",93.6,08:00,21:00
2575,Saxum,Rosé,77.23,James Berry Vineyard Red,"California,USA",85.9,08:30,20:30
2576,Giornata,White,80.77,Fiano,"California,USA",89.4,08:30,20:30
2577,Tablas Creek,Sparkling,68.03,Patelin de Tablas,"California,USA",84.2,08:00,18:00
2578,Caliza,Rosé,93.49,Kän-krēt Grenache,"California,USA",80.8,09:00,19:00
2579,Patrimony,Red,99.0,Cabernet Sauvignon,"California,USA",96.7,07:30,17:00
2580,L'Aventure,Red,83.63,Estate Reserve,"California,USA",94.9,07:30,21:00
2581,Adelaida,Fortified,25.16,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.4,08:30,17:00
2582,Saxum,Fortified,35.74,G2 Vineyard,"California,USA",97.3,07:00,20:30
2583,Ledge Vineyards,White,85.41,Estate Grenache Blend,"California,USA",80.7,09:00,19:00
2584,J Dusi,White,59.34,Paper Street Zinfandel,"California,USA",95.4,08:30,20:30
2585,Turley,Red,36.33,Pesenti Vineyard Zinfandel,"California,USA",99.4,07:30,20:30
2586,LXV,Dessert,67.34,Meso Cabernet Sauvignon,"California,USA",96.2,08:30,18:00
2587,Tablas Creek,Dessert,64.44,Esprit de Tablas,"California,USA",96.4,09:00,21:00
2588,J Lohr,Dessert,18.12,Cuvée St. E,"California,USA",96.6,08:30,18:00
2589,Daou,Rosé,42.87,Soul of a Lion,"California,USA",98.3,07:30,19:00
2590,Saxum,Sparkling,85.35,James Berry Vineyard Red,"California,USA",85.8,07:00,17:00
2591,Giornata,Red,70.32,Fiano,"California,USA",95.6,09:00,19:00
2592,Tablas Creek,Fortified,21.73,Patelin de Tablas,"California,USA",85.9,08:30,19:00
2593,Caliza,Fortified,23.42,Kän-krēt Grenache,"California,USA",97.2,07:00,17:00
2594,Patrimony,Red,71.39,Cabernet Sauvignon,"California,USA",88.2,07:30,21:00
2595,L'Aventure,Red,38.03,Estate Reserve,"California,USA",80.9,08:30,21:00
2596,Adelaida,Rosé,42.49,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.5,07:30,18:00
2597,Saxum,Fortified,44.1,G2 Vineyard,"California,USA",97.0,07:00,20:30
2598,Ledge Vineyards,Sparkling,48.58,Estate Grenache Blend,"California,USA",85.6,09:00,19:00
2599,J Dusi,White,95.9,Paper Street Zinfandel,"California,USA",93.9,08:00,20:30
2600,Turley,Red,66.85,Pesenti Vineyard Zinfandel,"California,USA",96.1,08:30,18:00
2601,LXV,Rosé,92.14,Meso Cabernet Sauvignon,"California,USA",96.0,08:30,17:00
2602,Tablas Creek,Red,19.9,Esprit de Tablas,"California,USA",91.2,07:00,19:00
2603,J Lohr,Rosé,13.44,Cuvée St. E,"California,USA",89.6,07:30,17:00
2604,Daou,Red,69.56,Soul of a Lion,"California,USA",82.9,08:00,21:00
2605,Saxum,Rosé,81.22,James Berry Vineyard Red,"California,USA",89.0,07:00,18:00
2606,Giornata,White,31.31,Fiano,"California,USA",98.9,08:00,18:00
2607,Tablas Creek,Rosé,12.77,Patelin de Tablas,"California,USA",91.2,08:30,19:00
2608,Caliza,Dessert,92.39,Kän-krēt Grenache,"California,USA",84.6,09:00,21:00
2609,Patrimony,Dessert,24.0,Cabernet Sauvignon,"California,USA",97.4,07:00,18:00
2610,L'Aventure,White,46.77,Estate Reserve,"California,USA",83.5,09:00,19:00
2611,Adelaida,Dessert,32.19,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.6,08:00,18:00
2612,Saxum,Rosé,17.63,G2 Vineyard,"California,USA",90.7,08:00,17:00
2613,Ledge Vineyards,White,96.35,Estate Grenache Blend,"California,USA",97.8,08:00,19:00
2614,J Dusi,Sparkling,51.24,Paper Street Zinfandel,"California,USA",88.6,08:30,17:00
2615,Turley,Red,37.84,Pesenti Vineyard Zinfandel,"California,USA",93.3,07:00,21:00
2616,LXV,White,33.31,Meso Cabernet Sauvignon,"California,USA",80.1,07:00,20:30
2617,Tablas Creek,Red,62.6,Esprit de Tablas,"California,USA",86.9,07:00,21:00
2618,J Lohr,Red,98.95,Cuvée St. E,"California,USA",88.4,07:30,17:00
2619,Daou,Sparkling,83.24,Soul of a Lion,"California,USA",89.6,08:00,20:30
2620,Saxum,Fortified,27.88,James Berry Vineyard Red,"California,USA",95.8,07:00,21:00
2621,Giornata,Dessert,14.6,Fiano,"California,USA",97.5,07:30,18:00
2622,Tablas Creek,Red,93.8,Patelin de Tablas,"California,USA",91.1,08:00,17:00
2623,Caliza,Fortified,37.32,Kän-krēt Grenache,"California,USA",89.8,07:00,17:00
2624,Patrimony,Red,27.49,Cabernet Sauvignon,"California,USA",86.7,08:30,20:30
2625,L'Aventure,Red,32.45,Estate Reserve,"California,USA",93.9,09:00,17:00
2626,Adelaida,Sparkling,45.18,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",88.5,09:00,18:00
2627,Saxum,White,31.1,G2 Vineyard,"California,USA",90.8,07:00,18:00
2628,Ledge Vineyards,White,17.16,Estate Grenache Blend,"California,USA",88.7,07:30,17:00
2629,J Dusi,White,45.21,Paper Street Zinfandel,"California,USA",88.7,08:30,21:00
2630,Turley,White,34.39,Pesenti Vineyard Zinfandel,"California,USA",92.0,09:00,20:30
2631,LXV,Dessert,27.35,Meso Cabernet Sauvignon,"California,USA",81.4,08:30,18:00
2632,Tablas Creek,Fortified,56.74,Esprit de Tablas,"California,USA",89.1,08:00,17:00
2633,J Lohr,Dessert,53.17,Cuvée St. E,"California,USA",90.9,08:30,20:30
2634,Daou,Red,98.17,Soul of a Lion,"California,USA",89.6,09:00,21:00
2635,Saxum,Dessert,26.37,James Berry Vineyard Red,"California,USA",81.8,08:30,19:00
2636,Giornata,Fortified,93.6,Fiano,"California,USA",88.2,08:00,19:00
2637,Tablas Creek,Dessert,41.95,Patelin de Tablas,"California,USA",82.9,07:00,19:00
2638,Caliza,White,29.38,Kän-krēt Grenache,"California,USA",91.1,07:30,20:30
2639,Patrimony,Red,96.14,Cabernet Sauvignon,"California,USA",93.4,08:30,18:00
2640,L'Aventure,Red,77.05,Estate Reserve,"California,USA",97.4,09:00,18:00
2641,Adelaida,White,75.08,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.7,09:00,18:00
2642,Saxum,White,71.38,G2 Vineyard,"California,USA",81.2,09:00,19:00
2643,Ledge Vineyards,Rosé,74.4,Estate Grenache Blend,"California,USA",92.6,07:00,18:00
2644,J Dusi,Rosé,79.97,Paper Street Zinfandel,"California,USA",97.4,07:00,17:00
2645,Turley,Red,24.8,Pesenti Vineyard Zinfandel,"California,USA",81.6,09:00,18:00
2646,LXV,White,70.02,Meso Cabernet Sauvignon,"California,USA",83.4,08:30,19:00
2647,Tablas Creek,Dessert,32.8,Esprit de Tablas,"California,USA",87.6,09:00,18:00
2648,J Lohr,White,15.06,Cuvée St. E,"California,USA",97.5,08:00,17:00
2649,Daou,White,69.55,Soul of a Lion,"California,USA",94.3,08:30,20:30
2650,Saxum,Red,33.7,James Berry Vineyard Red,"California,USA",82.9,08:30,21:00
2651,Giornata,Rosé,96.94,Fiano,"California,USA",92.6,09:00,17:00
2652,Tablas Creek,Red,24.45,Patelin de Tablas,"California,USA",97.2,07:00,21:00
2653,Caliza,Rosé,98.6,Kän-krēt Grenache,"California,USA",83.3,08:00,19:00
2654,Patrimony,Rosé,15.9,Cabernet Sauvignon,"California,USA",84.4,08:30,20:30
2655,L'Aventure,Dessert,98.03,Estate Reserve,"California,USA",95.3,08:30,18:00
2656,Adelaida,Rosé,25.68,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.8,08:00,20:30
2657,Saxum,Red,72.56,G2 Vineyard,"California,USA",89.3,08:30,21:00
2658,Ledge Vineyards,Rosé,78.65,Estate Grenache Blend,"California,USA",94.7,09:00,18:00
2659,J Dusi,White,59.99,Paper Street Zinfandel,"California,USA",90.9,08:30,19:00
2660,Turley,Red,52.97,Pesenti Vineyard Zinfandel,"California,USA",99.3,07:00,20:30
2661,LXV,White,97.99,Meso Cabernet Sauvignon,"California,USA",92.3,08:00,19:00
2662,Tablas Creek,Dessert,45.93,Esprit de Tablas,"California,USA",84.0,08:00,19:00
2663,J Lohr,Sparkling,50.34,Cuvée St. E,"California,USA",88.4,08:30,18:00
2664,Daou,Dessert,52.49,Soul of a Lion,"California,USA",91.3,08:30,18:00
2665,Saxum,Fortified,79.17,James Berry Vineyard Red,"California,USA",83.9,07:00,18:00
2666,Giornata,Sparkling,57.17,Fiano,"California,USA",85.2,09:00,21:00
2667,Tablas Creek,Sparkling,34.86,Patelin de Tablas,"California,USA",96.4,08:00,21:00
2668,Caliza,Sparkling,13.15,Kän-krēt Grenache,"California,USA",99.0,07:00,17:00
2669,Patrimony,Sparkling,76.59,Cabernet Sauvignon,"California,USA",95.9,09:00,20:30
2670,L'Aventure,Red,84.41,Estate Reserve,"California,USA",85.8,09:00,18:00
2671,Adelaida,Red,59.66,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.6,08:00,21:00
2672,Saxum,Fortified,98.01,G2 Vineyard,"California,USA",95.5,07:00,21:00
2673,Ledge Vineyards,Dessert,83.4,Estate Grenache Blend,"California,USA",93.3,08:00,19:00
2674,J Dusi,Rosé,67.73,Paper Street Zinfandel,"California,USA",97.5,07:30,18:00
2675,Turley,Fortified,38.0,Pesenti Vineyard Zinfandel,"California,USA",81.4,08:30,21:00
2676,LXV,Dessert,31.36,Meso Cabernet Sauvignon,"California,USA",82.6,08:00,21:00
2677,Tablas Creek,Dessert,11.66,Esprit de Tablas,"California,USA",81.8,09:00,20:30
2678,J Lohr,Rosé,83.79,Cuvée St. E,"California,USA",99.0,09:00,18:00
2679,Daou,Red,41.36,Soul of a Lion,"California,USA",88.3,07:30,21:00
2680,Saxum,Sparkling,69.94,James Berry Vineyard Red,"California,USA",95.7,07:00,21:00
2681,Giornata,Sparkling,93.76,Fiano,"California,USA",87.3,08:00,21:00
2682,Tablas Creek,Fortified,45.27,Patelin de Tablas,"California,USA",87.8,09:00,21:00
2683,Caliza,Fortified,11.41,Kän-krēt Grenache,"California,USA",99.0,07:00,19:00
2684,Patrimony,Fortified,45.02,Cabernet Sauvignon,"California,USA",84.5,07:00,18:00
2685,L'Aventure,Red,30.99,Estate Reserve,"California,USA",80.4,08:00,21:00
2686,Adelaida,Red,57.85,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.7,07:00,21:00
2687,Saxum,Sparkling,87.86,G2 Vineyard,"California,USA",84.0,08:30,21:00
2688,Ledge Vineyards,Dessert,39.69,Estate Grenache Blend,"California,USA",90.3,09:00,18:00
2689,J Dusi,Dessert,56.79,Paper Street Zinfandel,"California,USA",90.3,09:00,20:30
2690,Turley,Fortified,46.87,Pesenti Vineyard Zinfandel,"California,USA",85.5,08:30,19:00
2691,LXV,Dessert,85.96,Meso Cabernet Sauvignon,"California,USA",82.9,08:00,18:00
2692,Tablas Creek,Rosé,22.81,Esprit de Tablas,"California,USA",87.0,07:30,18:00
2693,J Lohr,Red,57.19,Cuvée St. E,"California,USA",96.8,08:30,18:00
2694,Daou,Sparkling,97.27,Soul of a Lion,"California,USA",98.5,07:00,21:00
2695,Saxum,Dessert,86.19,James Berry Vineyard Red,"California,USA",85.4,08:30,17:00
2696,Giornata,Rosé,84.37,Fiano,"California,USA",99.9,08:00,17:00
2697,Tablas Creek,Dessert,69.46,Patelin de Tablas,"California,USA",85.8,08:00,17:00
2698,Caliza,White,74.31,Kän-krēt Grenache,"California,USA",95.1,07:30,20:30
2699,Patrimony,Red,60.23,Cabernet Sauvignon,"California,USA",91.0,07:00,18:00
2700,L'Aventure,White,59.57,Estate Reserve,"California,USA",84.1,08:00,19:00
2701,Adelaida,Rosé,47.19,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",99.1,08:30,19:00
2702,Saxum,Red,30.37,G2 Vineyard,"California,USA",82.8,09:00,21:00
2703,Ledge Vineyards,Fortified,15.66,Estate Grenache Blend,"California,USA",84.6,07:30,18:00
2704,J Dusi,White,16.02,Paper Street Zinfandel,"California,USA",85.1,07:30,19:00
2705,Turley,Dessert,20.77,Pesenti Vineyard Zinfandel,"California,USA",96.6,08:30,21:00
2706,LXV,Rosé,52.34,Meso Cabernet Sauvignon,"California,USA",89.2,09:00,20:30
2707,Tablas Creek,Fortified,60.24,Esprit de Tablas,"California,USA",88.2,07:00,17:00
2708,J Lohr,Red,37.64,Cuvée St. E,"California,USA",97.9,07:30,18:00
2709,Daou,Red,46.42,Soul of a Lion,"California,USA",81.4,08:00,20:30
2710,Saxum,White,58.5,James Berry Vineyard Red,"California,USA",87.7,08:30,20:30
2711,Giornata,Fortified,75.87,Fiano,"California,USA",85.8,07:30,19:00
2712,Tablas Creek,Fortified,96.72,Patelin de Tablas,"California,USA",89.7,07:00,21:00
2713,Caliza,Rosé,76.31,Kän-krēt Grenache,"California,USA",86.4,07:00,20:30
2714,Patrimony,White,42.39,Cabernet Sauvignon,"California,USA",98.2,08:00,18:00
2715,L'Aventure,White,58.28,Estate Reserve,"California,USA",92.5,07:00,20:30
2716,Adelaida,Fortified,97.38,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.2,08:30,19:00
2717,Saxum,Dessert,95.08,G2 Vineyard,"California,USA",91.9,07:00,21:00
2718,Ledge Vineyards,Red,76.13,Estate Grenache Blend,"California,USA",96.4,07:00,20:30
2719,J Dusi,Fortified,87.51,Paper Street Zinfandel,"California,USA",99.3,08:00,17:00
2720,Turley,Red,23.84,Pesenti Vineyard Zinfandel,"California,USA",92.3,08:30,18:00
2721,LXV,White,35.19,Meso Cabernet Sauvignon,"California,USA",82.9,07:00,18:00
2722,Tablas Creek,White,66.87,Esprit de Tablas,"California,USA",95.8,08:00,21:00
2723,J Lohr,Sparkling,64.93,Cuvée St. E,"California,USA",85.3,09:00,18:00
2724,Daou,Sparkling,23.1,Soul of a Lion,"California,USA",82.6,09:00,19:00
2725,Saxum,White,40.81,James Berry Vineyard Red,"California,USA",86.8,07:00,21:00
2726,Giornata,Rosé,93.26,Fiano,"California,USA",83.4,07:30,18:00
2727,Tablas Creek,Rosé,52.0,Patelin de Tablas,"California,USA",82.6,08:30,18:00
2728,Caliza,Dessert,10.27,Kän-krēt Grenache,"California,USA",89.5,08:00,21:00
2729,Patrimony,White,45.11,Cabernet Sauvignon,"California,USA",85.9,07:00,18:00
2730,L'Aventure,Fortified,61.01,Estate Reserve,"California,USA",81.0,07:00,18:00
2731,Adelaida,White,25.75,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.0,08:00,18:00
2732,Saxum,Dessert,70.77,G2 Vineyard,"California,USA",88.4,08:00,17:00
2733,Ledge Vineyards,Red,89.87,Estate Grenache Blend,"California,USA",94.4,07:00,17:00
2734,J Dusi,Fortified,48.3,Paper Street Zinfandel,"California,USA",82.5,07:30,19:00
2735,Turley,Red,18.39,Pesenti Vineyard Zinfandel,"California,USA",87.4,07:00,20:30
2736,LXV,Dessert,14.02,Meso Cabernet Sauvignon,"California,USA",88.2,07:00,21:00
2737,Tablas Creek,Sparkling,79.26,Esprit de Tablas,"California,USA",84.7,08:00,19:00
2738,J Lohr,Fortified,52.39,Cuvée St. E,"California,USA",98.1,08:30,21:00
2739,Daou,Dessert,42.84,Soul of a Lion,"California,USA",87.3,08:30,21:00
2740,Saxum,White,63.18,James Berry Vineyard Red,"California,USA",83.5,08:30,19:00
2741,Giornata,Dessert,84.21,Fiano,"California,USA",80.8,07:00,21:00
2742,Tablas Creek,Dessert,62.72,Patelin de Tablas,"California,USA",87.7,07:00,20:30
2743,Caliza,White,92.76,Kän-krēt Grenache,"California,USA",86.8,08:00,18:00
2744,Patrimony,Sparkling,55.77,Cabernet Sauvignon,"California,USA",97.5,07:00,21:00
2745,L'Aventure,Rosé,72.24,Estate Reserve,"California,USA",98.9,07:30,17:00
2746,Adelaida,Fortified,12.0,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.2,08:30,19:00
2747,Saxum,Red,26.79,G2 Vineyard,"California,USA",91.1,08:00,21:00
2748,Ledge Vineyards,Rosé,35.99,Estate Grenache Blend,"California,USA",95.0,08:30,21:00
2749,J Dusi,White,68.18,Paper Street Zinfandel,"California,USA",88.7,08:00,18:00
2750,Turley,White,25.7,Pesenti Vineyard Zinfandel,"California,USA",83.0,08:00,17:00
2751,LXV,Dessert,85.06,Meso Cabernet Sauvignon,"California,USA",83.8,08:30,19:00
2752,Tablas Creek,Sparkling,85.42,Esprit de Tablas,"California,USA",99.4,08:00,20:30
2753,J Lohr,White,62.19,Cuvée St. E,"California,USA",98.9,08:00,17:00
2754,Daou,Rosé,99.08,Soul of a Lion,"California,USA",96.7,09:00,17:00
2755,Saxum,Rosé,71.23,James Berry Vineyard Red,"California,USA",86.0,08:30,20:30
2756,Giornata,Red,42.68,Fiano,"California,USA",86.1,08:00,17:00
2757,Tablas Creek,Fortified,53.19,Patelin de Tablas,"California,USA",93.9,07:30,18:00
2758,Caliza,Fortified,79.79,Kän-krēt Grenache,"California,USA",94.1,07:00,21:00
2759,Patrimony,Rosé,47.67,Cabernet Sauvignon,"California,USA",82.5,07:00,18:00
2760,L'Aventure,White,85.61,Estate Reserve,"California,USA",83.2,07:00,17:00
2761,Adelaida,Sparkling,67.29,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",93.1,08:00,21:00
2762,Saxum,Dessert,56.17,G2 Vineyard,"California,USA",85.2,08:00,19:00
2763,Ledge Vineyards,White,61.25,Estate Grenache Blend,"California,USA",86.4,08:00,20:30
2764,J Dusi,White,88.64,Paper Street Zinfandel,"California,USA",93.4,08:00,18:00
2765,Turley,White,80.82,Pesenti Vineyard Zinfandel,"California,USA",86.5,07:00,21:00
2766,LXV,Red,73.56,Meso Cabernet Sauvignon,"California,USA",80.5,07:30,20:30
2767,Tablas Creek,Red,99.4,Esprit de Tablas,"California,USA",97.5,07:30,18:00
2768,J Lohr,Fortified,20.11,Cuvée St. E,"California,USA",92.7,09:00,20:30
2769,Daou,Rosé,23.25,Soul of a Lion,"California,USA",88.5,07:00,18:00
2770,Saxum,White,39.33,James Berry Vineyard Red,"California,USA",88.2,07:00,20:30
2771,Giornata,Fortified,72.12,Fiano,"California,USA",86.6,09:00,17:00
2772,Tablas Creek,Sparkling,61.78,Patelin de Tablas,"California,USA",92.3,08:30,21:00
2773,Caliza,Dessert,53.86,Kän-krēt Grenache,"California,USA",95.2,09:00,19:00
2774,Patrimony,Red,22.43,Cabernet Sauvignon,"California,USA",80.6,08:30,17:00
2775,L'Aventure,Rosé,39.96,Estate Reserve,"California,USA",94.3,07:30,21:00
2776,Adelaida,Fortified,16.31,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.4,09:00,17:00
2777,Saxum,Red,26.39,G2 Vineyard,"California,USA",89.7,07:30,20:30
2778,Ledge Vineyards,Dessert,22.48,Estate Grenache Blend,"California,USA",94.0,09:00,18:00
2779,J Dusi,Dessert,53.57,Paper Street Zinfandel,"California,USA",96.4,08:30,18:00
2780,Turley,White,76.36,Pesenti Vineyard Zinfandel,"California,USA",90.3,08:30,18:00
2781,LXV,White,66.64,Meso Cabernet Sauvignon,"California,USA",98.3,07:30,20:30
2782,Tablas Creek,Rosé,93.6,Esprit de Tablas,"California,USA",83.0,08:00,20:30
2783,J Lohr,Red,92.43,Cuvée St. E,"California,USA",92.8,07:00,18:00
2784,Daou,Rosé,15.54,Soul of a Lion,"California,USA",93.4,07:30,20:30
2785,Saxum,Sparkling,66.51,James Berry Vineyard Red,"California,USA",95.9,08:00,18:00
2786,Giornata,Fortified,96.18,Fiano,"California,USA",88.0,09:00,20:30
2787,Tablas Creek,Red,54.22,Patelin de Tablas,"California,USA",98.4,08:30,20:30
2788,Caliza,White,92.39,Kän-krēt Grenache,"California,USA",96.3,07:30,18:00
2789,Patrimony,Fortified,26.75,Cabernet Sauvignon,"California,USA",84.9,08:30,21:00
2790,L'Aventure,Fortified,82.79,Estate Reserve,"California,USA",83.5,09:00,17:00
2791,Adelaida,Rosé,39.26,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.4,07:30,20:30
2792,Saxum,Red,64.22,G2 Vineyard,"California,USA",90.3,07:30,21:00
2793,Ledge Vineyards,Red,43.18,Estate Grenache Blend,"California,USA",94.9,07:30,17:00
2794,J Dusi,Fortified,54.86,Paper Street Zinfandel,"California,USA",90.0,07:00,20:30
2795,Turley,Red,84.97,Pesenti Vineyard Zinfandel,"California,USA",83.5,07:00,18:00
