Resturant_id,Wine_Name,Wine_Type,Wine_Price,Company_Name,Location,Tasting_Score,normalised_demand,Owner_demand,auction_restaurant_id,auction_wine_name,auction_company_name,auction_normalised_demand,wine_price_rands,city,country,wine_price_rands_flag,taste_score_flag,auction_restaurant_flag,auction_wine_flag,auction_company_flag,wine_price_category,taste_category,auction_restaurant_category,auction_wine_category,auction_company_category,demand_flag
240,Tenuta di Trinoro,White,48.88,Le Cupole,"Tuscany,Italy",87.8,0.878,3,240.0,Tablas Creek,Patelin de Tablas,1.0,902.32,Tuscany,Italy,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
241,Tres Perlas,White,80.65,The Barber Cabernet Sauvignon,"California,USA",83.3,0.833,4,241.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,1488.8,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
241,Tres Perlas,White,80.65,The Barber Cabernet Sauvignon,"California,USA",83.3,0.833,4,241.0,L'Aventure,Estate Reserve,0.8079999999999999,1488.8,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
241,Tres Perlas,White,80.65,The Barber Cabernet Sauvignon,"California,USA",83.3,0.833,4,241.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,1488.8,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
241,Tres Perlas,White,80.65,The Barber Cabernet Sauvignon,"California,USA",83.3,0.833,4,241.0,Patrimony,Cabernet Sauvignon,0.802,1488.8,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
241,Tres Perlas,White,80.65,The Barber Cabernet Sauvignon,"California,USA",83.3,0.833,4,241.0,Saxum,James Berry Vineyard Red,0.802,1488.8,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
242,TOR Wines,Rosé,99.49,Beckstoffer To Kalon Vineyard BFD Cabernet Sauvignon,"California,USA",97.6,0.976,3,nan,nan,nan,nan,1836.59,California,USA,R1500-R2000,90-100,0,0,0,Expensive,Exceptional,no participation,no participation,no participation,Normal demand
243,TOR Wines,White,57.2,Beckstoffer To Kalon Vineyard Cabernet Sauvignon,"California,USA",98.8,0.988,2,nan,nan,nan,nan,1055.91,California,USA,R1000-R1500,90-100,0,0,0,Moderate,Exceptional,no participation,no participation,no participation,Normal demand
244,TOR Wines,White,23.41,Melanson Vineyard Cabernet Sauvignon,"California,USA",90.1,0.901,2,nan,nan,nan,nan,432.15,California,USA,R0-R500,90-100,0,0,0,Cheap,Exceptional,no participation,no participation,no participation,Normal demand
245,The Debate,White,52.41,Harbison Vineyard Cabernet Sauvignon,"California,USA",96.0,0.96,5,nan,nan,nan,nan,967.49,California,USA,R500-R1000,90-100,0,0,0,Affordable,Exceptional,no participation,no participation,no participation,Normal demand
246,Pulido-Walker,Fortified,97.78,Melanson Cabernet Sauvignon,"California,USA",94.6,0.946,3,246.0,Daou,Soul of a Lion,1.0,1805.02,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
246,Pulido-Walker,Fortified,97.78,Melanson Cabernet Sauvignon,"California,USA",94.6,0.946,3,246.0,LXV,Meso Cabernet Sauvignon,1.0,1805.02,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
246,Pulido-Walker,Fortified,97.78,Melanson Cabernet Sauvignon,"California,USA",94.6,0.946,3,246.0,Tablas Creek,Patelin de Tablas,1.0,1805.02,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
247,Outpost,Fortified,24.62,True Vineyard Cabernet Sauvignon,"California,USA",80.5,0.805,5,nan,nan,nan,nan,454.49,California,USA,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
248,Lail Vineyards,Dessert,28.13,J. Daniel Cuvée Cabernet Sauvignon,"California,USA",82.1,0.821,1,248.0,Daou,Soul of a Lion,1.0,519.28,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
249,Kinsman Eades,Fortified,24.61,Rhadamanthus Cabernet Sauvignon,"California,USA",81.7,0.8170000000000001,1,249.0,Daou,Soul of a Lion,1.0,454.3,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
250,Kinsman Eades,Red,93.3,Anjea Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",92.4,0.924,5,nan,nan,nan,nan,1722.32,California,USA,R1500-R2000,90-100,0,0,0,Expensive,Exceptional,no participation,no participation,no participation,Normal demand
251,Fairest Creature,Fortified,31.58,Polyspline,"California,USA",81.5,0.815,1,nan,nan,nan,nan,582.97,California,USA,R500-R1000,80-90,0,0,0,Affordable,Premium,no participation,no participation,no participation,Normal demand
252,Corison,Red,70.73,Sunbasket Vineyard Cabernet Sauvignon,"California,USA",91.3,0.913,2,252.0,Daou,Soul of a Lion,1.0,1305.68,California,USA,R1000-R1500,90-100,1,1,1,Moderate,Exceptional,participated,participated,participated,Normal demand
252,Corison,Red,70.73,Sunbasket Vineyard Cabernet Sauvignon,"California,USA",91.3,0.913,2,252.0,LXV,Meso Cabernet Sauvignon,1.0,1305.68,California,USA,R1000-R1500,90-100,1,1,1,Moderate,Exceptional,participated,participated,participated,Normal demand
253,Band of Vintners,White,16.98,Cabernet Sauvignon,"California,USA",90.0,0.9,4,253.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,313.45,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
253,Band of Vintners,White,16.98,Cabernet Sauvignon,"California,USA",90.0,0.9,4,253.0,L'Aventure,Estate Reserve,0.8079999999999999,313.45,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
253,Band of Vintners,White,16.98,Cabernet Sauvignon,"California,USA",90.0,0.9,4,253.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,313.45,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
253,Band of Vintners,White,16.98,Cabernet Sauvignon,"California,USA",90.0,0.9,4,253.0,Patrimony,Cabernet Sauvignon,0.802,313.45,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
253,Band of Vintners,White,16.98,Cabernet Sauvignon,"California,USA",90.0,0.9,4,253.0,Saxum,James Berry Vineyard Red,0.802,313.45,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
254,Spottswoode,Sparkling,41.88,Lyndenhurst Cabernet Sauvignon,"California,USA",94.5,0.945,3,nan,nan,nan,nan,773.1,California,USA,R500-R1000,90-100,0,0,0,Affordable,Exceptional,no participation,no participation,no participation,Normal demand
255,Parable,Rosé,93.34,Vangone Vineyard Cabernet Sauvignon,"California,USA",90.7,0.907,4,255.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,1723.06,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
255,Parable,Rosé,93.34,Vangone Vineyard Cabernet Sauvignon,"California,USA",90.7,0.907,4,255.0,L'Aventure,Estate Reserve,0.8079999999999999,1723.06,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
255,Parable,Rosé,93.34,Vangone Vineyard Cabernet Sauvignon,"California,USA",90.7,0.907,4,255.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,1723.06,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
255,Parable,Rosé,93.34,Vangone Vineyard Cabernet Sauvignon,"California,USA",90.7,0.907,4,255.0,Patrimony,Cabernet Sauvignon,0.802,1723.06,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
255,Parable,Rosé,93.34,Vangone Vineyard Cabernet Sauvignon,"California,USA",90.7,0.907,4,255.0,Saxum,James Berry Vineyard Red,0.802,1723.06,California,USA,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
256,Paul Hobbs,Fortified,66.95,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon,"California,USA",85.0,0.85,4,nan,nan,nan,nan,1235.9,California,USA,R1000-R1500,80-90,0,0,0,Moderate,Premium,no participation,no participation,no participation,low demand
257,Paul Hobbs,White,38.53,Nathan Coombs Estate Cabernet Sauvignon,"California,USA",93.5,0.935,4,257.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,711.26,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
257,Paul Hobbs,White,38.53,Nathan Coombs Estate Cabernet Sauvignon,"California,USA",93.5,0.935,4,257.0,L'Aventure,Estate Reserve,0.8079999999999999,711.26,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
257,Paul Hobbs,White,38.53,Nathan Coombs Estate Cabernet Sauvignon,"California,USA",93.5,0.935,4,257.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,711.26,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
257,Paul Hobbs,White,38.53,Nathan Coombs Estate Cabernet Sauvignon,"California,USA",93.5,0.935,4,257.0,Patrimony,Cabernet Sauvignon,0.802,711.26,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
257,Paul Hobbs,White,38.53,Nathan Coombs Estate Cabernet Sauvignon,"California,USA",93.5,0.935,4,257.0,Saxum,James Berry Vineyard Red,0.802,711.26,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,L'Aventure,Estate Reserve,0.8390000000000001,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,Patrimony,Cabernet Sauvignon,0.8140000000000001,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,Caliza,Kän-krēt Grenache,0.922,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,Giornata,Fiano,0.8220000000000001,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,LXV,Meso Cabernet Sauvignon,0.81,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
258,B Cellars,Sparkling,47.32,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",94.9,0.949,5,258.0,Daou,Soul of a Lion,0.8140000000000001,873.53,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
259,B Cellars,Sparkling,49.93,Beckstoffer To Kalon Cabernet Sauvignon,"California,USA",97.5,0.975,4,nan,nan,nan,nan,921.71,California,USA,R500-R1000,90-100,0,0,0,Affordable,Exceptional,no participation,no participation,no participation,Normal demand
260,AXR,Fortified,90.66,AxR1 Cabernet Sauvignon,"California,USA",86.7,0.867,4,260.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,1673.58,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
260,AXR,Fortified,90.66,AxR1 Cabernet Sauvignon,"California,USA",86.7,0.867,4,260.0,L'Aventure,Estate Reserve,0.8079999999999999,1673.58,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
260,AXR,Fortified,90.66,AxR1 Cabernet Sauvignon,"California,USA",86.7,0.867,4,260.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,1673.58,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
260,AXR,Fortified,90.66,AxR1 Cabernet Sauvignon,"California,USA",86.7,0.867,4,260.0,Patrimony,Cabernet Sauvignon,0.802,1673.58,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
260,AXR,Fortified,90.66,AxR1 Cabernet Sauvignon,"California,USA",86.7,0.867,4,260.0,Saxum,James Berry Vineyard Red,0.802,1673.58,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
261,JH Wheeler,Rosé,28.44,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",87.6,0.8759999999999999,4,nan,nan,nan,nan,525.0,California,USA,R500-R1000,80-90,0,0,0,Affordable,Premium,no participation,no participation,no participation,Normal demand
262,Ad Vivum,Red,74.72,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",86.4,0.8640000000000001,4,nan,nan,nan,nan,1379.33,California,USA,R1000-R1500,80-90,0,0,0,Moderate,Premium,no participation,no participation,no participation,low demand
263,La Jota,Sparkling,95.47,Cabernet Sauvignon,"California,USA",91.3,0.913,1,nan,nan,nan,nan,1762.38,California,USA,R1500-R2000,90-100,0,0,0,Expensive,Exceptional,no participation,no participation,no participation,Normal demand
264,Stag's Leap Wine Cellars,Fortified,33.35,Cask 23 Cabernet Sauvignon,"California,USA",95.5,0.955,3,264.0,Daou,Soul of a Lion,1.0,615.64,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
264,Stag's Leap Wine Cellars,Fortified,33.35,Cask 23 Cabernet Sauvignon,"California,USA",95.5,0.955,3,264.0,LXV,Meso Cabernet Sauvignon,1.0,615.64,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
264,Stag's Leap Wine Cellars,Fortified,33.35,Cask 23 Cabernet Sauvignon,"California,USA",95.5,0.955,3,264.0,Tablas Creek,Patelin de Tablas,1.0,615.64,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
265,Harlan Estate,Rosé,12.44,Cabernet Sauvignon,"California,USA",83.0,0.83,1,nan,nan,nan,nan,229.64,California,USA,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
266,Opus One,Dessert,27.03,Red Wine,"California,USA",87.4,0.8740000000000001,3,266.0,Daou,Soul of a Lion,1.0,498.97,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
266,Opus One,Dessert,27.03,Red Wine,"California,USA",87.4,0.8740000000000001,3,266.0,LXV,Meso Cabernet Sauvignon,1.0,498.97,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
266,Opus One,Dessert,27.03,Red Wine,"California,USA",87.4,0.8740000000000001,3,266.0,Tablas Creek,Patelin de Tablas,1.0,498.97,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
267,Lokoya,Dessert,35.4,Spring Mountain Cabernet Sauvignon,"California,USA",98.7,0.987,4,267.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,653.48,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
267,Lokoya,Dessert,35.4,Spring Mountain Cabernet Sauvignon,"California,USA",98.7,0.987,4,267.0,L'Aventure,Estate Reserve,0.8079999999999999,653.48,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
267,Lokoya,Dessert,35.4,Spring Mountain Cabernet Sauvignon,"California,USA",98.7,0.987,4,267.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,653.48,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
267,Lokoya,Dessert,35.4,Spring Mountain Cabernet Sauvignon,"California,USA",98.7,0.987,4,267.0,Patrimony,Cabernet Sauvignon,0.802,653.48,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
267,Lokoya,Dessert,35.4,Spring Mountain Cabernet Sauvignon,"California,USA",98.7,0.987,4,267.0,Saxum,James Berry Vineyard Red,0.802,653.48,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
268,Screaming Eagle,Sparkling,22.35,Cabernet Sauvignon,"California,USA",88.9,0.889,4,nan,nan,nan,nan,412.58,California,USA,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
269,La Pelle,White,11.52,Red Hen Vineyard Cabernet Sauvignon,"California,USA",89.1,0.8909999999999999,4,nan,nan,nan,nan,212.66,California,USA,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
270,La Pelle,Sparkling,27.41,Ceniza Vineyard Cabernet Sauvignon,"California,USA",93.7,0.937,5,nan,nan,nan,nan,505.99,California,USA,R500-R1000,90-100,0,0,0,Affordable,Exceptional,no participation,no participation,no participation,Normal demand
271,Purlieu,White,20.64,Sugarloaf Mountain Vineyard Cabernet Sauvignon,"California,USA",97.7,0.977,4,271.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,381.01,California,USA,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
271,Purlieu,White,20.64,Sugarloaf Mountain Vineyard Cabernet Sauvignon,"California,USA",97.7,0.977,4,271.0,L'Aventure,Estate Reserve,0.8079999999999999,381.01,California,USA,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
271,Purlieu,White,20.64,Sugarloaf Mountain Vineyard Cabernet Sauvignon,"California,USA",97.7,0.977,4,271.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,381.01,California,USA,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
271,Purlieu,White,20.64,Sugarloaf Mountain Vineyard Cabernet Sauvignon,"California,USA",97.7,0.977,4,271.0,Patrimony,Cabernet Sauvignon,0.802,381.01,California,USA,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
271,Purlieu,White,20.64,Sugarloaf Mountain Vineyard Cabernet Sauvignon,"California,USA",97.7,0.977,4,271.0,Saxum,James Berry Vineyard Red,0.802,381.01,California,USA,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
272,Purlieu,Dessert,45.4,Beckstoffer Missouri Hopper Cabernet Sauvignon,"California,USA",80.6,0.8059999999999999,2,nan,nan,nan,nan,838.08,California,USA,R500-R1000,80-90,0,0,0,Affordable,Premium,no participation,no participation,no participation,Normal demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,L'Aventure,Estate Reserve,0.8390000000000001,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,Patrimony,Cabernet Sauvignon,0.8140000000000001,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,Caliza,Kän-krēt Grenache,0.922,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,Giornata,Fiano,0.8220000000000001,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,LXV,Meso Cabernet Sauvignon,0.81,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
273,Purlieu,Fortified,28.48,Beckstoffer Georges III Cabernet Sauvignon,"California,USA",86.7,0.867,5,273.0,Daou,Soul of a Lion,0.8140000000000001,525.74,California,USA,R500-R1000,80-90,1,1,1,Affordable,Premium,participated,participated,participated,medium demand
274,Julien Fayard,Red,53.16,Classic Cabernet Sauvignon,"California,USA",98.0,0.98,2,nan,nan,nan,nan,981.33,California,USA,R500-R1000,90-100,0,0,0,Affordable,Exceptional,no participation,no participation,no participation,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,L'Aventure,Estate Reserve,0.8390000000000001,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,Patrimony,Cabernet Sauvignon,0.8140000000000001,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,Caliza,Kän-krēt Grenache,0.922,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,Giornata,Fiano,0.8220000000000001,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,LXV,Meso Cabernet Sauvignon,0.81,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
275,Purlieu,Rosé,52.95,Sleeping Lady Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,275.0,Daou,Soul of a Lion,0.8140000000000001,977.46,California,USA,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
276,Purlieu,Dessert,45.29,Napa Valley Cabernet Sauvignon,"California,USA",81.8,0.818,2,nan,nan,nan,nan,836.05,California,USA,R500-R1000,80-90,0,0,0,Affordable,Premium,no participation,no participation,no participation,Normal demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,L'Aventure,Estate Reserve,0.8390000000000001,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,Patrimony,Cabernet Sauvignon,0.8140000000000001,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,Caliza,Kän-krēt Grenache,0.922,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,Giornata,Fiano,0.8220000000000001,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,LXV,Meso Cabernet Sauvignon,0.81,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
277,Covert Estate,Fortified,94.99,Estate Cabernet Sauvignon Clone 337 / 191,"California,USA",89.3,0.893,5,277.0,Daou,Soul of a Lion,0.8140000000000001,1753.52,California,USA,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
278,La Pelle,Fortified,57.87,Alluvium Vineyard Cabernet Sauvignon,"California,USA",91.8,0.918,5,nan,nan,nan,nan,1068.28,California,USA,R1000-R1500,90-100,0,0,0,Moderate,Exceptional,no participation,no participation,no participation,Normal demand
279,Macauley Vineyard,White,19.79,Stagecoach Cabernet Sauvignon,"California,USA",85.4,0.8540000000000001,2,279.0,Daou,Soul of a Lion,1.0,365.32,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
279,Macauley Vineyard,White,19.79,Stagecoach Cabernet Sauvignon,"California,USA",85.4,0.8540000000000001,2,279.0,LXV,Meso Cabernet Sauvignon,1.0,365.32,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
280,Adamvs,Dessert,77.23,Quintvs Estate Cabernet Sauvignon,"California,USA",87.3,0.873,4,280.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,1425.67,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
280,Adamvs,Dessert,77.23,Quintvs Estate Cabernet Sauvignon,"California,USA",87.3,0.873,4,280.0,L'Aventure,Estate Reserve,0.8079999999999999,1425.67,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
280,Adamvs,Dessert,77.23,Quintvs Estate Cabernet Sauvignon,"California,USA",87.3,0.873,4,280.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,1425.67,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
280,Adamvs,Dessert,77.23,Quintvs Estate Cabernet Sauvignon,"California,USA",87.3,0.873,4,280.0,Patrimony,Cabernet Sauvignon,0.802,1425.67,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
280,Adamvs,Dessert,77.23,Quintvs Estate Cabernet Sauvignon,"California,USA",87.3,0.873,4,280.0,Saxum,James Berry Vineyard Red,0.802,1425.67,California,USA,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
281,Adamvs,White,58.08,Téres Estate Cabernet Sauvignon,"California,USA",89.5,0.895,4,nan,nan,nan,nan,1072.16,California,USA,R1000-R1500,80-90,0,0,0,Moderate,Premium,no participation,no participation,no participation,low demand
282,Adamvs,Sparkling,18.83,Cabernet Sauvignon,"California,USA",84.0,0.84,1,nan,nan,nan,nan,347.6,California,USA,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
283,Gibbs Vineyards,Sparkling,67.02,Three Clones Cabernet Sauvignon,"California,USA",84.4,0.8440000000000001,3,nan,nan,nan,nan,1237.19,California,USA,R1000-R1500,80-90,0,0,0,Moderate,Premium,no participation,no participation,no participation,low demand
284,CVNE,Rosé,85.36,Real de Asúa Carromaza,"Northern Spain,Spain",84.2,0.8420000000000001,3,284.0,Daou,Soul of a Lion,1.0,1575.75,Northern Spain,Spain,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
284,CVNE,Rosé,85.36,Real de Asúa Carromaza,"Northern Spain,Spain",84.2,0.8420000000000001,3,284.0,LXV,Meso Cabernet Sauvignon,1.0,1575.75,Northern Spain,Spain,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
