Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score
2004,Daou,Red,90.92,Soul of a Lion,"California,USA",96.5
2005,Saxum,Red,45.13,James Berry Vineyard Red,"California,USA",81.7
2006,Giornata,White,23.75,Fiano,"California,USA",90.0
2007,Tablas Creek,Rosé,45.23,Patelin de Tablas,"California,USA",83.5
2008,Caliza,Red,80.87,Kän-krēt Grenache,"California,USA",92.6
2009,Patrimony,Fortified,30.4,Cabernet Sauvignon,"California,USA",83.8
2010,L'Aventure,Red,84.4,Estate Reserve,"California,USA",81.4
2011,Adelaida,Sparkling,17.79,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.3
2012,Saxum,Dessert,12.56,G2 Vineyard,"California,USA",84.0
2013,Ledge Vineyards,Dessert,25.38,Estate Grenache Blend,"California,USA",87.6
2014,J Dusi,White,71.09,Paper Street Zinfandel,"California,USA",87.1
2015,Turley,Dessert,83.1,Pesenti Vineyard Zinfandel,"California,USA",86.9
2016,LXV,Sparkling,15.33,Meso Cabernet Sauvignon,"California,USA",83.5
2017,Tablas Creek,Red,53.1,Esprit de Tablas,"California,USA",95.3
2018,J Lohr,Sparkling,51.84,Cuvée St. E,"California,USA",86.8
2019,Daou,Red,41.68,Soul of a Lion,"California,USA",91.1
2020,Saxum,Red,24.54,James Berry Vineyard Red,"California,USA",93.9
2021,Giornata,Rosé,25.65,Fiano,"California,USA",96.6
2022,Tablas Creek,Red,48.33,Patelin de Tablas,"California,USA",88.7
2023,Caliza,Rosé,10.57,Kän-krēt Grenache,"California,USA",99.7
2024,Patrimony,Rosé,72.72,Cabernet Sauvignon,"California,USA",84.3
2025,L'Aventure,White,50.82,Estate Reserve,"California,USA",82.8
2026,Adelaida,Rosé,95.56,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.7
2027,Saxum,White,66.07,G2 Vineyard,"California,USA",87.8
2028,Ledge Vineyards,Fortified,81.67,Estate Grenache Blend,"California,USA",82.6
2029,J Dusi,Fortified,81.6,Paper Street Zinfandel,"California,USA",85.6
2030,Turley,Sparkling,87.29,Pesenti Vineyard Zinfandel,"California,USA",88.7
2031,LXV,Sparkling,11.49,Meso Cabernet Sauvignon,"California,USA",82.8
2032,Tablas Creek,Fortified,42.26,Esprit de Tablas,"California,USA",90.3
2033,J Lohr,Sparkling,65.9,Cuvée St. E,"California,USA",85.6
2034,Daou,Red,94.15,Soul of a Lion,"California,USA",85.3
2035,Saxum,Sparkling,33.82,James Berry Vineyard Red,"California,USA",99.1
2036,Giornata,Sparkling,99.93,Fiano,"California,USA",99.0
2037,Tablas Creek,White,32.91,Patelin de Tablas,"California,USA",93.8
2038,Caliza,White,31.03,Kän-krēt Grenache,"California,USA",92.0
2039,Patrimony,Fortified,24.28,Cabernet Sauvignon,"California,USA",90.4
2040,L'Aventure,Sparkling,97.47,Estate Reserve,"California,USA",82.1
2041,Adelaida,Dessert,27.4,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.0
2042,Saxum,Dessert,50.82,G2 Vineyard,"California,USA",100.0
2043,Ledge Vineyards,Sparkling,18.31,Estate Grenache Blend,"California,USA",92.2
2044,J Dusi,White,77.87,Paper Street Zinfandel,"California,USA",91.1
2045,Turley,Dessert,10.51,Pesenti Vineyard Zinfandel,"California,USA",88.1
2046,LXV,Red,86.88,Meso Cabernet Sauvignon,"California,USA",98.4
2047,Tablas Creek,Fortified,39.34,Esprit de Tablas,"California,USA",93.6
2048,J Lohr,Red,96.62,Cuvée St. E,"California,USA",90.4
2049,Daou,Dessert,76.15,Soul of a Lion,"California,USA",92.4
2050,Saxum,White,79.38,James Berry Vineyard Red,"California,USA",91.9
2051,Giornata,Red,84.23,Fiano,"California,USA",84.8
2052,Tablas Creek,Sparkling,42.2,Patelin de Tablas,"California,USA",93.7
2053,Caliza,White,52.79,Kän-krēt Grenache,"California,USA",88.0
2054,Patrimony,Sparkling,43.77,Cabernet Sauvignon,"California,USA",90.4
2055,L'Aventure,Dessert,40.21,Estate Reserve,"California,USA",85.4
2056,Adelaida,White,87.56,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.5
2057,Saxum,Rosé,82.79,G2 Vineyard,"California,USA",94.2
2058,Ledge Vineyards,Dessert,42.02,Estate Grenache Blend,"California,USA",91.5
2059,J Dusi,Rosé,67.06,Paper Street Zinfandel,"California,USA",94.8
2060,Turley,Fortified,95.37,Pesenti Vineyard Zinfandel,"California,USA",86.9
2061,LXV,Red,32.07,Meso Cabernet Sauvignon,"California,USA",80.0
2062,Tablas Creek,White,21.17,Esprit de Tablas,"California,USA",97.7
2063,J Lohr,Rosé,40.31,Cuvée St. E,"California,USA",90.9
2064,Daou,Dessert,43.29,Soul of a Lion,"California,USA",86.9
2065,Saxum,White,69.55,James Berry Vineyard Red,"California,USA",90.6
2066,Giornata,Red,28.94,Fiano,"California,USA",86.9
2067,Tablas Creek,Rosé,42.8,Patelin de Tablas,"California,USA",92.7
2068,Caliza,Sparkling,93.67,Kän-krēt Grenache,"California,USA",91.8
2069,Patrimony,Fortified,11.98,Cabernet Sauvignon,"California,USA",97.9
2070,L'Aventure,Fortified,23.35,Estate Reserve,"California,USA",89.8
2071,Adelaida,Sparkling,78.43,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.0
2072,Saxum,White,66.55,G2 Vineyard,"California,USA",95.9
2073,Ledge Vineyards,Rosé,30.67,Estate Grenache Blend,"California,USA",91.7
2074,J Dusi,White,45.11,Paper Street Zinfandel,"California,USA",86.3
2075,Turley,Dessert,68.49,Pesenti Vineyard Zinfandel,"California,USA",94.8
2076,LXV,White,75.18,Meso Cabernet Sauvignon,"California,USA",90.2
2077,Tablas Creek,Rosé,33.33,Esprit de Tablas,"California,USA",91.0
2078,J Lohr,Red,83.58,Cuvée St. E,"California,USA",80.9
2079,Daou,Sparkling,45.63,Soul of a Lion,"California,USA",84.0
2080,Saxum,Rosé,65.56,James Berry Vineyard Red,"California,USA",95.3
2081,Giornata,White,92.86,Fiano,"California,USA",100.0
2082,Tablas Creek,Sparkling,12.55,Patelin de Tablas,"California,USA",93.2
2083,Caliza,Red,42.25,Kän-krēt Grenache,"California,USA",90.4
2084,Patrimony,Dessert,98.16,Cabernet Sauvignon,"California,USA",90.3
2085,L'Aventure,Fortified,88.62,Estate Reserve,"California,USA",86.2
2086,Adelaida,Fortified,64.56,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.4
2087,Saxum,Sparkling,76.72,G2 Vineyard,"California,USA",84.6
2088,Ledge Vineyards,Fortified,85.7,Estate Grenache Blend,"California,USA",80.3
2089,J Dusi,Red,75.65,Paper Street Zinfandel,"California,USA",88.9
2090,Turley,Red,50.25,Pesenti Vineyard Zinfandel,"California,USA",83.1
2091,LXV,Fortified,63.74,Meso Cabernet Sauvignon,"California,USA",89.5
2092,Tablas Creek,Red,29.33,Esprit de Tablas,"California,USA",95.8
2093,J Lohr,Rosé,63.27,Cuvée St. E,"California,USA",84.0
2094,Daou,Sparkling,30.16,Soul of a Lion,"California,USA",94.3
2095,Saxum,Sparkling,81.49,James Berry Vineyard Red,"California,USA",81.9
2096,Giornata,Rosé,31.7,Fiano,"California,USA",84.4
2097,Tablas Creek,Fortified,97.19,Patelin de Tablas,"California,USA",87.5
2098,Caliza,Rosé,98.78,Kän-krēt Grenache,"California,USA",99.2
2099,Patrimony,Fortified,20.2,Cabernet Sauvignon,"California,USA",95.2
2100,L'Aventure,Fortified,47.87,Estate Reserve,"California,USA",90.5
2101,Adelaida,Fortified,53.85,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",89.1
2102,Saxum,Fortified,53.39,G2 Vineyard,"California,USA",87.0
2103,Ledge Vineyards,Sparkling,36.36,Estate Grenache Blend,"California,USA",93.4
2104,J Dusi,Dessert,49.37,Paper Street Zinfandel,"California,USA",93.7
2105,Turley,Red,17.02,Pesenti Vineyard Zinfandel,"California,USA",99.8
2106,LXV,Red,39.3,Meso Cabernet Sauvignon,"California,USA",99.2
2107,Tablas Creek,White,73.09,Esprit de Tablas,"California,USA",80.5
2108,J Lohr,Red,63.99,Cuvée St. E,"California,USA",98.7
2109,Daou,Red,21.66,Soul of a Lion,"California,USA",83.4
2110,Saxum,White,85.43,James Berry Vineyard Red,"California,USA",92.7
2111,Giornata,Fortified,15.56,Fiano,"California,USA",97.5
2112,Tablas Creek,Sparkling,38.31,Patelin de Tablas,"California,USA",86.6
2113,Caliza,Red,36.62,Kän-krēt Grenache,"California,USA",98.7
2114,Patrimony,Fortified,40.39,Cabernet Sauvignon,"California,USA",89.5
2115,L'Aventure,Dessert,93.46,Estate Reserve,"California,USA",90.4
2116,Adelaida,Fortified,34.84,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.7
2117,Saxum,White,73.86,G2 Vineyard,"California,USA",96.4
2118,Ledge Vineyards,Dessert,26.93,Estate Grenache Blend,"California,USA",90.3
2119,J Dusi,Fortified,46.58,Paper Street Zinfandel,"California,USA",82.3
2120,Turley,Fortified,10.23,Pesenti Vineyard Zinfandel,"California,USA",82.3
2121,LXV,Dessert,89.02,Meso Cabernet Sauvignon,"California,USA",86.1
2122,Tablas Creek,Fortified,36.71,Esprit de Tablas,"California,USA",91.9
2123,J Lohr,Fortified,97.5,Cuvée St. E,"California,USA",96.5
2124,Daou,Red,47.16,Soul of a Lion,"California,USA",85.8
2125,Saxum,Red,55.76,James Berry Vineyard Red,"California,USA",89.3
2126,Giornata,Rosé,63.19,Fiano,"California,USA",94.7
2127,Tablas Creek,Fortified,23.39,Patelin de Tablas,"California,USA",88.9
2128,Caliza,Rosé,18.81,Kän-krēt Grenache,"California,USA",91.3
2129,Patrimony,Rosé,67.53,Cabernet Sauvignon,"California,USA",96.5
2130,L'Aventure,Sparkling,26.25,Estate Reserve,"California,USA",86.3
2131,Adelaida,Dessert,85.34,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",89.3
2132,Saxum,White,47.39,G2 Vineyard,"California,USA",80.6
2133,Ledge Vineyards,White,96.61,Estate Grenache Blend,"California,USA",86.3
2134,J Dusi,White,87.73,Paper Street Zinfandel,"California,USA",81.7
2135,Turley,Sparkling,77.1,Pesenti Vineyard Zinfandel,"California,USA",83.1
2136,LXV,Rosé,71.42,Meso Cabernet Sauvignon,"California,USA",80.7
2137,Tablas Creek,Rosé,10.64,Esprit de Tablas,"California,USA",83.3
2138,J Lohr,Red,58.16,Cuvée St. E,"California,USA",86.3
2139,Daou,Sparkling,38.35,Soul of a Lion,"California,USA",94.9
2140,Saxum,Red,83.9,James Berry Vineyard Red,"California,USA",95.6
2141,Giornata,Rosé,49.36,Fiano,"California,USA",98.7
2142,Tablas Creek,Rosé,60.35,Patelin de Tablas,"California,USA",86.7
2143,Caliza,Dessert,47.89,Kän-krēt Grenache,"California,USA",85.4
2144,Patrimony,Dessert,81.13,Cabernet Sauvignon,"California,USA",90.9
2145,L'Aventure,Rosé,71.56,Estate Reserve,"California,USA",84.3
2146,Adelaida,Fortified,86.62,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",86.6
2147,Saxum,Sparkling,76.03,G2 Vineyard,"California,USA",99.1
2148,Ledge Vineyards,Sparkling,90.29,Estate Grenache Blend,"California,USA",82.8
2149,J Dusi,Red,88.77,Paper Street Zinfandel,"California,USA",87.9
2150,Turley,Red,72.01,Pesenti Vineyard Zinfandel,"California,USA",92.1
2151,LXV,Sparkling,46.18,Meso Cabernet Sauvignon,"California,USA",96.9
2152,Tablas Creek,White,64.34,Esprit de Tablas,"California,USA",98.1
2153,J Lohr,Sparkling,49.18,Cuvée St. E,"California,USA",92.1
2154,Daou,Sparkling,36.88,Soul of a Lion,"California,USA",95.9
2155,Saxum,Sparkling,36.71,James Berry Vineyard Red,"California,USA",98.7
2156,Giornata,White,59.88,Fiano,"California,USA",94.9
2157,Tablas Creek,Dessert,70.1,Patelin de Tablas,"California,USA",88.5
2158,Caliza,Dessert,79.05,Kän-krēt Grenache,"California,USA",86.2
2159,Patrimony,Dessert,43.01,Cabernet Sauvignon,"California,USA",85.6
2160,L'Aventure,Dessert,42.53,Estate Reserve,"California,USA",90.6
2161,Adelaida,White,49.31,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.2
2162,Saxum,Fortified,62.02,G2 Vineyard,"California,USA",86.1
2163,Ledge Vineyards,Red,16.51,Estate Grenache Blend,"California,USA",95.3
2164,J Dusi,Rosé,44.48,Paper Street Zinfandel,"California,USA",96.0
2165,Turley,White,96.69,Pesenti Vineyard Zinfandel,"California,USA",98.5
2166,LXV,Dessert,19.29,Meso Cabernet Sauvignon,"California,USA",92.6
2167,Tablas Creek,Fortified,63.99,Esprit de Tablas,"California,USA",85.8
2168,J Lohr,Red,92.47,Cuvée St. E,"California,USA",85.1
2169,Daou,Fortified,32.02,Soul of a Lion,"California,USA",80.7
2170,Saxum,White,85.9,James Berry Vineyard Red,"California,USA",86.4
2171,Giornata,Dessert,19.05,Fiano,"California,USA",87.5
2172,Tablas Creek,Red,97.99,Patelin de Tablas,"California,USA",97.1
2173,Caliza,Dessert,80.86,Kän-krēt Grenache,"California,USA",88.2
2174,Patrimony,Sparkling,94.83,Cabernet Sauvignon,"California,USA",89.9
2175,L'Aventure,Dessert,33.3,Estate Reserve,"California,USA",82.7
2176,Adelaida,Rosé,85.63,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.0
2177,Saxum,Fortified,91.22,G2 Vineyard,"California,USA",89.7
2178,Ledge Vineyards,Dessert,85.77,Estate Grenache Blend,"California,USA",83.3
2179,J Dusi,White,70.83,Paper Street Zinfandel,"California,USA",99.1
2180,Turley,Sparkling,53.53,Pesenti Vineyard Zinfandel,"California,USA",96.2
2181,LXV,Red,44.78,Meso Cabernet Sauvignon,"California,USA",87.6
2182,Tablas Creek,Dessert,67.73,Esprit de Tablas,"California,USA",93.5
2183,J Lohr,Fortified,59.64,Cuvée St. E,"California,USA",97.4
2184,Daou,Rosé,23.35,Soul of a Lion,"California,USA",88.4
2185,Saxum,Rosé,36.8,James Berry Vineyard Red,"California,USA",87.2
2186,Giornata,Rosé,43.94,Fiano,"California,USA",91.9
2187,Tablas Creek,Red,28.65,Patelin de Tablas,"California,USA",81.3
2188,Caliza,Dessert,72.88,Kän-krēt Grenache,"California,USA",86.8
2189,Patrimony,Rosé,92.39,Cabernet Sauvignon,"California,USA",83.6
2190,L'Aventure,Fortified,38.97,Estate Reserve,"California,USA",86.2
2191,Adelaida,Red,15.27,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",98.9
2192,Saxum,Red,25.81,G2 Vineyard,"California,USA",95.6
2193,Ledge Vineyards,Sparkling,75.73,Estate Grenache Blend,"California,USA",90.8
2194,J Dusi,Fortified,41.88,Paper Street Zinfandel,"California,USA",95.4
2195,Turley,Dessert,64.56,Pesenti Vineyard Zinfandel,"California,USA",80.2
2196,LXV,Red,60.34,Meso Cabernet Sauvignon,"California,USA",97.9
2197,Tablas Creek,Rosé,90.62,Esprit de Tablas,"California,USA",85.0
2198,J Lohr,Red,66.77,Cuvée St. E,"California,USA",95.0
2199,Daou,Rosé,67.0,Soul of a Lion,"California,USA",84.6
2200,Saxum,Red,65.45,James Berry Vineyard Red,"California,USA",98.1
2201,Giornata,Rosé,77.4,Fiano,"California,USA",95.8
2202,Tablas Creek,Rosé,50.11,Patelin de Tablas,"California,USA",94.1
2203,Caliza,Fortified,99.56,Kän-krēt Grenache,"California,USA",92.6
2204,Patrimony,Fortified,90.96,Cabernet Sauvignon,"California,USA",91.9
2205,L'Aventure,Sparkling,74.92,Estate Reserve,"California,USA",89.7
2206,Adelaida,Rosé,36.5,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.1
2207,Saxum,White,60.86,G2 Vineyard,"California,USA",86.3
2208,Ledge Vineyards,White,25.39,Estate Grenache Blend,"California,USA",99.0
2209,J Dusi,White,65.21,Paper Street Zinfandel,"California,USA",97.6
2210,Turley,Fortified,72.85,Pesenti Vineyard Zinfandel,"California,USA",97.3
2211,LXV,Red,87.96,Meso Cabernet Sauvignon,"California,USA",87.1
2212,Tablas Creek,Rosé,17.58,Esprit de Tablas,"California,USA",91.8
2213,J Lohr,Dessert,26.94,Cuvée St. E,"California,USA",92.4
2214,Daou,White,97.01,Soul of a Lion,"California,USA",97.9
2215,Saxum,Fortified,53.94,James Berry Vineyard Red,"California,USA",90.1
2216,Giornata,Sparkling,46.83,Fiano,"California,USA",80.1
2217,Tablas Creek,Fortified,45.62,Patelin de Tablas,"California,USA",89.6
2218,Caliza,Sparkling,59.34,Kän-krēt Grenache,"California,USA",86.6
2219,Patrimony,White,17.49,Cabernet Sauvignon,"California,USA",86.2
2220,L'Aventure,White,57.75,Estate Reserve,"California,USA",87.8
2221,Adelaida,White,50.79,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",83.7
2222,Saxum,Sparkling,32.59,G2 Vineyard,"California,USA",86.5
2223,Ledge Vineyards,Dessert,87.79,Estate Grenache Blend,"California,USA",90.8
2224,J Dusi,Red,41.98,Paper Street Zinfandel,"California,USA",87.0
2225,Turley,White,66.48,Pesenti Vineyard Zinfandel,"California,USA",87.0
2226,LXV,Dessert,79.22,Meso Cabernet Sauvignon,"California,USA",96.8
2227,Tablas Creek,Sparkling,85.85,Esprit de Tablas,"California,USA",92.6
2228,J Lohr,Red,54.96,Cuvée St. E,"California,USA",98.0
2229,Daou,Red,69.4,Soul of a Lion,"California,USA",89.1
2230,Saxum,Fortified,86.74,James Berry Vineyard Red,"California,USA",81.3
2231,Giornata,Red,40.46,Fiano,"California,USA",88.7
2232,Tablas Creek,Dessert,16.38,Patelin de Tablas,"California,USA",95.4
2233,Caliza,Sparkling,31.73,Kän-krēt Grenache,"California,USA",96.3
2234,Patrimony,Red,17.15,Cabernet Sauvignon,"California,USA",97.9
2235,L'Aventure,Fortified,10.71,Estate Reserve,"California,USA",91.9
2236,Adelaida,Sparkling,24.34,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.3
2237,Saxum,White,74.17,G2 Vineyard,"California,USA",94.2
2238,Ledge Vineyards,White,91.43,Estate Grenache Blend,"California,USA",89.5
2239,J Dusi,Fortified,23.86,Paper Street Zinfandel,"California,USA",82.4
2240,Turley,Dessert,13.96,Pesenti Vineyard Zinfandel,"California,USA",94.1
2241,LXV,Dessert,98.07,Meso Cabernet Sauvignon,"California,USA",93.9
2242,Tablas Creek,Sparkling,28.21,Esprit de Tablas,"California,USA",98.4
2243,J Lohr,Red,74.4,Cuvée St. E,"California,USA",84.6
2244,Daou,Rosé,54.85,Soul of a Lion,"California,USA",95.0
2245,Saxum,Sparkling,33.21,James Berry Vineyard Red,"California,USA",98.7
2246,Giornata,Sparkling,76.36,Fiano,"California,USA",99.6
2247,Tablas Creek,Rosé,79.63,Patelin de Tablas,"California,USA",89.7
2248,Caliza,Fortified,36.96,Kän-krēt Grenache,"California,USA",83.2
2249,Patrimony,Red,38.14,Cabernet Sauvignon,"California,USA",99.3
2250,L'Aventure,Rosé,99.84,Estate Reserve,"California,USA",93.9
2251,Adelaida,Red,28.89,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.9
2252,Saxum,Red,28.94,G2 Vineyard,"California,USA",82.4
2253,Ledge Vineyards,White,38.73,Estate Grenache Blend,"California,USA",84.5
2254,J Dusi,White,66.07,Paper Street Zinfandel,"California,USA",87.3
2255,Turley,Sparkling,83.19,Pesenti Vineyard Zinfandel,"California,USA",85.9
2256,LXV,Sparkling,39.62,Meso Cabernet Sauvignon,"California,USA",83.1
2257,Tablas Creek,Sparkling,93.13,Esprit de Tablas,"California,USA",88.7
2258,J Lohr,Red,21.54,Cuvée St. E,"California,USA",89.0
2259,Daou,Red,94.53,Soul of a Lion,"California,USA",87.6
2260,Saxum,Rosé,38.13,James Berry Vineyard Red,"California,USA",97.2
2261,Giornata,Rosé,25.47,Fiano,"California,USA",98.3
2262,Tablas Creek,White,87.67,Patelin de Tablas,"California,USA",80.5
2263,Caliza,Dessert,85.76,Kän-krēt Grenache,"California,USA",94.1
2264,Patrimony,Red,67.45,Cabernet Sauvignon,"California,USA",86.5
2265,L'Aventure,Rosé,18.49,Estate Reserve,"California,USA",98.1
2266,Adelaida,Red,63.89,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.4
2267,Saxum,Fortified,23.13,G2 Vineyard,"California,USA",92.7
2268,Ledge Vineyards,White,77.88,Estate Grenache Blend,"California,USA",83.9
2269,J Dusi,Dessert,44.17,Paper Street Zinfandel,"California,USA",85.9
2270,Turley,Red,47.65,Pesenti Vineyard Zinfandel,"California,USA",80.7
2271,LXV,Rosé,25.69,Meso Cabernet Sauvignon,"California,USA",91.7
2272,Tablas Creek,Red,92.66,Esprit de Tablas,"California,USA",96.2
2273,J Lohr,Red,86.96,Cuvée St. E,"California,USA",86.6
2274,Daou,Red,50.79,Soul of a Lion,"California,USA",81.1
2275,Saxum,Fortified,52.3,James Berry Vineyard Red,"California,USA",84.7
2276,Giornata,Red,39.06,Fiano,"California,USA",94.0
2277,Tablas Creek,Rosé,55.54,Patelin de Tablas,"California,USA",85.9
2278,Caliza,Dessert,26.27,Kän-krēt Grenache,"California,USA",89.5
2279,Patrimony,Red,74.87,Cabernet Sauvignon,"California,USA",91.8
2280,L'Aventure,White,25.57,Estate Reserve,"California,USA",94.2
2281,Adelaida,Red,52.76,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",84.4
2282,Saxum,Sparkling,18.49,G2 Vineyard,"California,USA",84.7
2283,Ledge Vineyards,Fortified,38.96,Estate Grenache Blend,"California,USA",97.5
2284,J Dusi,White,25.49,Paper Street Zinfandel,"California,USA",95.2
2285,Turley,Red,45.9,Pesenti Vineyard Zinfandel,"California,USA",95.0
2286,LXV,Red,73.35,Meso Cabernet Sauvignon,"California,USA",90.6
2287,Tablas Creek,Red,19.86,Esprit de Tablas,"California,USA",87.8
2288,J Lohr,White,55.42,Cuvée St. E,"California,USA",94.7
2289,Daou,Dessert,99.99,Soul of a Lion,"California,USA",92.4
2290,Saxum,Dessert,33.67,James Berry Vineyard Red,"California,USA",96.4
2291,Giornata,Rosé,14.4,Fiano,"California,USA",99.3
2292,Tablas Creek,White,83.36,Patelin de Tablas,"California,USA",95.0
2293,Caliza,Dessert,37.88,Kän-krēt Grenache,"California,USA",98.5
2294,Patrimony,Dessert,36.97,Cabernet Sauvignon,"California,USA",81.3
2295,L'Aventure,White,79.43,Estate Reserve,"California,USA",82.4
2296,Adelaida,Rosé,18.83,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",83.5
2297,Saxum,White,66.3,G2 Vineyard,"California,USA",89.2
2298,Ledge Vineyards,Fortified,77.02,Estate Grenache Blend,"California,USA",80.8
2299,J Dusi,Red,23.75,Paper Street Zinfandel,"California,USA",90.6
2300,Turley,White,51.01,Pesenti Vineyard Zinfandel,"California,USA",99.6
2301,LXV,Rosé,60.68,Meso Cabernet Sauvignon,"California,USA",80.3
2302,Tablas Creek,Fortified,73.16,Esprit de Tablas,"California,USA",81.6
2303,J Lohr,White,28.87,Cuvée St. E,"California,USA",90.4
2304,Daou,Red,95.98,Soul of a Lion,"California,USA",90.5
2305,Saxum,Rosé,77.05,James Berry Vineyard Red,"California,USA",96.1
2306,Giornata,Red,14.35,Fiano,"California,USA",85.9
2307,Tablas Creek,Red,83.72,Patelin de Tablas,"California,USA",86.2
2308,Caliza,White,52.17,Kän-krēt Grenache,"California,USA",91.6
2309,Patrimony,White,48.12,Cabernet Sauvignon,"California,USA",84.7
2310,L'Aventure,Red,78.71,Estate Reserve,"California,USA",92.3
2311,Adelaida,White,43.33,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",85.7
2312,Saxum,Rosé,41.23,G2 Vineyard,"California,USA",83.5
2313,Ledge Vineyards,Dessert,99.74,Estate Grenache Blend,"California,USA",97.0
2314,J Dusi,Dessert,58.56,Paper Street Zinfandel,"California,USA",87.7
2315,Turley,Rosé,27.78,Pesenti Vineyard Zinfandel,"California,USA",87.3
2316,LXV,Dessert,63.3,Meso Cabernet Sauvignon,"California,USA",96.5
2317,Tablas Creek,Fortified,27.76,Esprit de Tablas,"California,USA",92.0
2318,J Lohr,Dessert,50.61,Cuvée St. E,"California,USA",95.2
2319,Daou,Sparkling,14.12,Soul of a Lion,"California,USA",89.3
2320,Saxum,Sparkling,23.57,James Berry Vineyard Red,"California,USA",98.6
2321,Giornata,Sparkling,46.58,Fiano,"California,USA",85.8
2322,Tablas Creek,Rosé,49.79,Patelin de Tablas,"California,USA",88.1
2323,Caliza,Rosé,18.58,Kän-krēt Grenache,"California,USA",99.0
2324,Patrimony,Rosé,20.62,Cabernet Sauvignon,"California,USA",84.7
2325,L'Aventure,Dessert,82.62,Estate Reserve,"California,USA",80.2
2326,Adelaida,Dessert,11.0,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.4
2327,Saxum,Dessert,46.81,G2 Vineyard,"California,USA",98.3
2328,Ledge Vineyards,Rosé,82.63,Estate Grenache Blend,"California,USA",87.3
2329,J Dusi,White,16.26,Paper Street Zinfandel,"California,USA",93.7
2330,Turley,Sparkling,83.43,Pesenti Vineyard Zinfandel,"California,USA",99.6
2331,LXV,Red,41.93,Meso Cabernet Sauvignon,"California,USA",96.0
2332,Tablas Creek,Sparkling,67.43,Esprit de Tablas,"California,USA",86.4
2333,J Lohr,Rosé,35.84,Cuvée St. E,"California,USA",88.7
2334,Daou,Sparkling,80.57,Soul of a Lion,"California,USA",90.7
2335,Saxum,Rosé,68.45,James Berry Vineyard Red,"California,USA",91.3
2336,Giornata,Rosé,38.95,Fiano,"California,USA",94.3
2337,Tablas Creek,Fortified,54.28,Patelin de Tablas,"California,USA",96.5
2338,Caliza,White,97.19,Kän-krēt Grenache,"California,USA",85.6
2339,Patrimony,Fortified,40.27,Cabernet Sauvignon,"California,USA",93.9
2340,L'Aventure,Sparkling,13.24,Estate Reserve,"California,USA",94.3
2341,Adelaida,White,95.82,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",94.4
2342,Saxum,Rosé,24.12,G2 Vineyard,"California,USA",80.5
2343,Ledge Vineyards,Dessert,86.5,Estate Grenache Blend,"California,USA",89.4
2344,J Dusi,Rosé,65.98,Paper Street Zinfandel,"California,USA",99.3
2345,Turley,Dessert,91.82,Pesenti Vineyard Zinfandel,"California,USA",93.2
2346,LXV,Red,75.17,Meso Cabernet Sauvignon,"California,USA",91.2
2347,Tablas Creek,Fortified,17.71,Esprit de Tablas,"California,USA",86.5
2348,J Lohr,Dessert,46.4,Cuvée St. E,"California,USA",96.0
2349,Daou,Rosé,58.96,Soul of a Lion,"California,USA",87.0
2350,Saxum,Red,24.64,James Berry Vineyard Red,"California,USA",89.3
2351,Giornata,White,65.63,Fiano,"California,USA",80.8
2352,Tablas Creek,Sparkling,73.69,Patelin de Tablas,"California,USA",96.8
2353,Caliza,Dessert,10.06,Kän-krēt Grenache,"California,USA",89.9
2354,Patrimony,Sparkling,75.58,Cabernet Sauvignon,"California,USA",89.4
2355,L'Aventure,Rosé,37.69,Estate Reserve,"California,USA",81.8
2356,Adelaida,Dessert,11.61,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.6
2357,Saxum,Sparkling,80.74,G2 Vineyard,"California,USA",86.8
2358,Ledge Vineyards,Red,81.04,Estate Grenache Blend,"California,USA",84.6
2359,J Dusi,Sparkling,23.0,Paper Street Zinfandel,"California,USA",83.5
2360,Turley,Dessert,36.48,Pesenti Vineyard Zinfandel,"California,USA",99.7
2361,LXV,Dessert,30.45,Meso Cabernet Sauvignon,"California,USA",95.6
2362,Tablas Creek,Sparkling,48.91,Esprit de Tablas,"California,USA",80.8
